learner_id,email,first_name,last_name,role,created_at,learning_type,skill_name,skill_level,skill_level_score,content_category,content_title,content_duration_min,recommended,consumed,consumed_pct,completion_date
2,user2@mentora.ai,user2,mentora,Web Developer Learner,2025-02-17,Writing,APIs & HTTP,Intermediate,2,Projects,OAuth Demo,20,True,False,0.32,2025-05-20
2,user2@mentora.ai,user2,mentora,Web Developer Learner,2025-02-17,Writing,Backend Basic,Basic,1,Videos,Node.js & Express Tutorial,60,True,True,0.91,2025-02-03
2,user2@mentora.ai,user2,mentora,Web Developer Learner,2025-02-17,Writing,Backend Basic,Basic,1,Videos,Databases & APIs Overview,30,False,True,0.94,2025-08-21
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Python Programming,Basic,1,Projects,Advanced NumPy & Optimization,10,False,True,0.65,2025-04-10
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Python Programming,Basic,1,Videos,Pandas in 10 Minutes,60,True,False,0.59,2025-08-28
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Data Analysis,Intermediate,2,Videos,Data Visualization with Matplotlib,90,False,True,0.8,2025-10-27
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Machine Learning,Intermediate,2,Articles,Feature Engineering Techniques,20,False,False,0.36,2025-10-27
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Machine Learning,Intermediate,2,Articles,Introduction to Machine Learning,90,False,True,0.79,2025-05-23
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,SQL & Databases,Intermediate,2,Projects,Learn SQL Basics,120,True,True,0.93,2025-03-11
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Statistics,Basic,1,Videos,Multivariate Statistics,120,False,False,0.55,2025-02-17
3,user3@mentora.ai,user3,mentora,Data Science Learner,2025-01-19,Visual,Statistics,Basic,1,Projects,Statistical Analysis Project,60,False,True,0.86,2025-09-07
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,HTML & CSS,Intermediate,2,Videos,Responsive Web Design Tutorial,15,False,True,0.84,2025-01-10
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,JavaScript,Advanced,3,Projects,JavaScript Game Development,60,False,True,0.66,2025-03-24
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,React,Advanced,3,Articles,React Hooks Explained,120,True,False,0.52,2025-03-21
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,React,Advanced,3,Projects,Movie Search App,45,False,False,0.57,2025-08-31
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,APIs & HTTP,Basic,1,Projects,Weather API Client,120,True,False,0.53,2025-09-28
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,APIs & HTTP,Basic,1,Projects,Weather API Client,60,True,False,0.5,2025-07-13
4,user4@mentora.ai,user4,mentora,Web Developer Learner,2025-02-01,Visual,Backend Basic,Intermediate,2,Articles,Authentication Best Practices,30,True,True,0.65,2025-10-25
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,Python Programming,Intermediate,2,Projects,Automated Data Pipeline,60,False,True,0.89,2025-05-10
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,Python Programming,Intermediate,2,Articles,Understanding NumPy Arrays,20,False,False,0.4,2025-02-09
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,Data Analysis,Basic,1,Articles,Intro to Data Visualization,10,True,True,0.84,2025-07-14
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,Data Analysis,Basic,1,Videos,Advanced Data Visualization Techniques,30,False,True,0.82,2025-08-29
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,Machine Learning,Advanced,3,Articles,Introduction to Machine Learning,20,True,True,0.69,2025-09-05
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,SQL & Databases,Advanced,3,Videos,SQL Basics for Beginners,15,False,False,0.36,2025-07-19
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,SQL & Databases,Advanced,3,Videos,Advanced SQL Techniques,20,True,False,0.41,2025-09-30
5,user5@mentora.ai,user5,mentora,Data Science Learner,2025-02-23,Writing,Statistics,Basic,1,Videos,Hypothesis Testing Explained,10,False,True,0.83,2025-07-09
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,HTML & CSS,Basic,1,Projects,Responsive Landing Page,60,False,True,0.73,2025-01-27
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,HTML & CSS,Basic,1,Videos,Modern CSS in 2025,60,True,True,0.66,2025-10-26
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,JavaScript,Intermediate,2,Projects,JavaScript Game Development,120,True,True,0.73,2025-07-20
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,JavaScript,Intermediate,2,Videos,JavaScript Full Course 2025,45,True,True,0.82,2025-08-03
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,React,Basic,1,Videos,Advanced React Patterns,30,False,False,0.57,2025-05-10
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,React,Basic,1,Videos,React Hooks Deep Dive,90,False,True,0.88,2025-01-08
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,APIs & HTTP,Basic,1,Videos,Building APIs 101,90,False,False,0.37,2025-05-16
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,Backend Basic,Intermediate,2,Projects,Simple Node.js Server,45,False,False,0.38,2025-07-20
6,user6@mentora.ai,user6,mentora,Web Developer Learner,2025-06-14,Auditory,Backend Basic,Intermediate,2,Articles,Backend Basics Explained,15,False,True,0.81,2025-06-20
7,user7@mentora.ai,user7,mentora,Data Science Learner,2025-06-08,Reading,Python Programming,Basic,1,Articles,Python Best Practices for Data Science,45,False,True,0.81,2025-09-01
7,user7@mentora.ai,user7,mentora,Data Science Learner,2025-06-08,Reading,Data Analysis,Advanced,3,Videos,Data Visualization with Matplotlib,15,True,True,0.89,2025-10-09
7,user7@mentora.ai,user7,mentora,Data Science Learner,2025-06-08,Reading,Machine Learning,Basic,1,Videos,Deep Learning Specialization,20,False,True,0.94,2025-09-08
7,user7@mentora.ai,user7,mentora,Data Science Learner,2025-06-08,Reading,SQL & Databases,Basic,1,Articles,SQL Joins Explained Visually,30,True,True,0.81,2025-10-27
7,user7@mentora.ai,user7,mentora,Data Science Learner,2025-06-08,Reading,Statistics,Advanced,3,Videos,Hypothesis Testing Explained,10,False,True,0.96,2025-01-20
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Python Programming,Intermediate,2,Projects,Advanced NumPy & Optimization,10,True,False,0.55,2025-04-26
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Python Programming,Intermediate,2,Projects,Automated Data Pipeline,10,False,False,0.32,2025-03-15
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Data Analysis,Advanced,3,Projects,Statistical Analysis Project,90,True,True,0.79,2025-02-02
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Data Analysis,Advanced,3,Videos,Seaborn for Beautiful Plots,30,False,False,0.51,2025-05-07
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Machine Learning,Advanced,3,Videos,Scikit-Learn Tutorial,45,True,False,0.47,2025-04-15
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Machine Learning,Advanced,3,Articles,Model Evaluation Metrics,45,False,False,0.56,2025-08-10
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,SQL & Databases,Basic,1,Articles,SQL Aggregate Functions,30,True,True,0.95,2025-07-07
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,SQL & Databases,Basic,1,Articles,SQL Joins Explained Visually,15,False,False,0.32,2025-04-01
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Statistics,Advanced,3,Projects,Descriptive Statistics Basics,15,True,True,0.72,2025-06-29
8,user8@mentora.ai,user8,mentora,Data Science Learner,2025-05-24,Visual,Statistics,Advanced,3,Projects,Statistical Analysis Project,10,False,True,0.73,2025-03-01
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,HTML & CSS,Intermediate,2,Projects,CSS Animation & Transitions,60,True,True,0.75,2025-07-26
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,HTML & CSS,Intermediate,2,Videos,Modern CSS in 2025,10,False,True,0.82,2025-02-12
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,JavaScript,Intermediate,2,Videos,DOM Manipulation Tutorial,120,True,True,0.94,2025-04-22
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,JavaScript,Intermediate,2,Articles,JavaScript Basics for Beginners,90,False,True,0.68,2025-04-05
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,React,Intermediate,2,Projects,E-Commerce Shopping Cart,60,True,False,0.52,2025-04-27
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,APIs & HTTP,Basic,1,Projects,OAuth Demo,60,True,True,0.77,2025-05-02
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,APIs & HTTP,Basic,1,Articles,REST vs GraphQL,120,False,False,0.52,2025-08-07
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,Backend Basic,Advanced,3,Projects,Simple Node.js Server,30,True,False,0.58,2025-03-23
9,user9@mentora.ai,user9,mentora,Web Developer Learner,2025-03-12,Auditory,Backend Basic,Advanced,3,Videos,Backend Basics Explained,90,False,True,0.71,2025-08-27
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,Python Programming,Intermediate,2,Projects,Advanced NumPy & Optimization,60,False,False,0.43,2025-05-27
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,Data Analysis,Basic,1,Videos,Data Visualization with Matplotlib,45,False,True,0.73,2025-05-30
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,Data Analysis,Basic,1,Articles,Advanced Statistical Methods,30,False,True,0.93,2025-01-27
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,Machine Learning,Advanced,3,Articles,Feature Engineering Techniques,30,False,True,0.61,2025-03-20
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,SQL & Databases,Intermediate,2,Articles,SQL Joins Explained Visually,30,False,True,0.96,2025-10-03
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,Statistics,Intermediate,2,Videos,Multivariate Statistics,10,True,True,0.69,2025-08-23
10,user10@mentora.ai,user10,mentora,Data Science Learner,2025-06-04,Writing,Statistics,Intermediate,2,Videos,Multivariate Statistics,20,True,False,0.58,2025-05-30
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,HTML & CSS,Advanced,3,Articles,CSS Grid vs Flexbox,90,False,False,0.36,2025-10-25
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,HTML & CSS,Advanced,3,Articles,HTML Basics for Beginners,15,True,False,0.36,2025-04-14
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,JavaScript,Intermediate,2,Projects,JavaScript Game Development,45,True,False,0.35,2025-10-17
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,JavaScript,Intermediate,2,Articles,Async/Await Explained,120,True,False,0.37,2025-04-08
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,React,Intermediate,2,Videos,Advanced React Patterns,120,False,False,0.51,2025-09-20
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,APIs & HTTP,Basic,1,Projects,OAuth Demo,60,False,False,0.36,2025-07-27
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,APIs & HTTP,Basic,1,Videos,Postman Hands-on,30,True,True,0.87,2025-09-15
11,user11@mentora.ai,user11,mentora,Web Developer Learner,2025-06-12,Writing,Backend Basic,Intermediate,2,Videos,Databases & APIs Overview,15,False,True,0.78,2025-06-05
12,user12@mentora.ai,user12,mentora,Data Science Learner,2025-07-21,Visual,Python Programming,Advanced,3,Articles,Understanding NumPy Arrays,90,False,True,0.67,2025-07-18
12,user12@mentora.ai,user12,mentora,Data Science Learner,2025-07-21,Visual,Data Analysis,Intermediate,2,Projects,Statistical Analysis Project,15,False,True,0.92,2025-02-24
12,user12@mentora.ai,user12,mentora,Data Science Learner,2025-07-21,Visual,Machine Learning,Intermediate,2,Projects,Customer Churn Prediction,45,True,False,0.36,2025-03-07
12,user12@mentora.ai,user12,mentora,Data Science Learner,2025-07-21,Visual,SQL & Databases,Basic,1,Articles,SQL Aggregate Functions,90,True,False,0.34,2025-08-09
12,user12@mentora.ai,user12,mentora,Data Science Learner,2025-07-21,Visual,Statistics,Intermediate,2,Projects,A/B Testing Experiment,20,False,True,0.84,2025-08-13
12,user12@mentora.ai,user12,mentora,Data Science Learner,2025-07-21,Visual,Statistics,Intermediate,2,Articles,Statistical Inference,120,True,True,0.71,2025-05-08
13,user13@mentora.ai,user13,mentora,Web Developer Learner,2025-07-24,Auditory,HTML & CSS,Intermediate,2,Videos,HTML & CSS Full Course,20,False,True,0.88,2025-02-20
13,user13@mentora.ai,user13,mentora,Web Developer Learner,2025-07-24,Auditory,JavaScript,Intermediate,2,Articles,Async/Await Explained,15,False,False,0.36,2025-03-26
13,user13@mentora.ai,user13,mentora,Web Developer Learner,2025-07-24,Auditory,React,Intermediate,2,Articles,React Hooks Explained,15,False,True,0.7,2025-06-24
13,user13@mentora.ai,user13,mentora,Web Developer Learner,2025-07-24,Auditory,React,Intermediate,2,Projects,E-Commerce Shopping Cart,45,False,True,0.83,2025-02-07
13,user13@mentora.ai,user13,mentora,Web Developer Learner,2025-07-24,Auditory,APIs & HTTP,Basic,1,Videos,Postman Hands-on,90,False,True,0.61,2025-03-08
13,user13@mentora.ai,user13,mentora,Web Developer Learner,2025-07-24,Auditory,Backend Basic,Basic,1,Videos,Databases & APIs Overview,15,False,True,0.91,2025-01-11
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Python Programming,Intermediate,2,Videos,Advanced Python Programming,45,True,True,0.75,2025-08-06
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Python Programming,Intermediate,2,Articles,Python Best Practices for Data Science,120,True,True,0.87,2025-06-11
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Data Analysis,Basic,1,Projects,Statistical Analysis Project,10,False,True,0.94,2025-09-07
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Data Analysis,Basic,1,Videos,Seaborn for Beautiful Plots,10,True,False,0.44,2025-04-09
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Machine Learning,Basic,1,Projects,First ML Model - Iris,45,False,False,0.51,2025-08-16
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,SQL & Databases,Advanced,3,Videos,SQL for Data Analysis,120,False,True,0.67,2025-04-12
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,SQL & Databases,Advanced,3,Videos,SQL for Data Analysis,15,False,False,0.31,2025-02-12
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Statistics,Intermediate,2,Projects,Statistical Analysis Project,20,True,True,0.62,2025-09-07
14,user14@mentora.ai,user14,mentora,Data Science Learner,2025-04-27,Kinesthetic,Statistics,Intermediate,2,Articles,Statistical Inference,60,True,True,0.72,2025-04-27
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,Python Programming,Intermediate,2,Videos,Advanced Python Programming,120,True,True,0.97,2025-10-23
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,Data Analysis,Intermediate,2,Projects,Sales Dashboard with Plotly,90,False,True,0.81,2025-05-13
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,Data Analysis,Intermediate,2,Projects,Exploratory Data Analysis (EDA),15,True,False,0.46,2025-04-25
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,Machine Learning,Basic,1,Projects,House Price Prediction,30,True,False,0.32,2025-10-07
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,SQL & Databases,Basic,1,Articles,SQL Joins Explained Visually,120,False,False,0.59,2025-04-15
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,SQL & Databases,Basic,1,Projects,Query Optimization Challenge,45,False,True,0.93,2025-02-10
15,user15@mentora.ai,user15,mentora,Data Science Learner,2025-02-05,Visual,Statistics,Intermediate,2,Projects,Statistical Analysis Project,60,False,False,0.41,2025-05-14
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,Python Programming,Intermediate,2,Articles,Python Best Practices for Data Science,60,False,False,0.53,2025-08-05
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,Data Analysis,Intermediate,2,Articles,Intro to Data Visualization,10,True,False,0.45,2025-03-09
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,Machine Learning,Intermediate,2,Videos,Machine Learning for Beginners,90,True,True,0.69,2025-01-16
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,Machine Learning,Intermediate,2,Projects,House Price Prediction,60,True,True,0.85,2025-05-07
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,SQL & Databases,Basic,1,Articles,SQL Joins Explained Visually,60,False,False,0.57,2025-03-22
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,SQL & Databases,Basic,1,Projects,Database Design for Analytics,10,False,False,0.58,2025-07-17
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,Statistics,Advanced,3,Projects,Descriptive Statistics Basics,30,False,True,0.77,2025-09-25
16,user16@mentora.ai,user16,mentora,Data Science Learner,2025-05-05,Auditory,Statistics,Advanced,3,Videos,Multivariate Statistics,45,False,True,0.74,2025-09-23
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Python Programming,Intermediate,2,Articles,Python Best Practices for Data Science,90,False,True,0.67,2025-09-12
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Python Programming,Intermediate,2,Videos,Python for Data Science - Full Course,10,False,False,0.58,2025-08-19
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Data Analysis,Basic,1,Articles,Intro to Data Visualization,20,False,True,0.66,2025-05-06
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Machine Learning,Intermediate,2,Projects,Customer Churn Prediction,90,False,False,0.47,2025-07-28
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Machine Learning,Intermediate,2,Projects,Customer Churn Prediction,30,True,True,0.88,2025-01-23
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,SQL & Databases,Basic,1,Videos,SQL Basics for Beginners,30,True,False,0.58,2025-02-05
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,SQL & Databases,Basic,1,Projects,Query Optimization Challenge,20,False,False,0.43,2025-03-30
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Statistics,Advanced,3,Articles,Statistics for Data Science,10,False,True,0.94,2025-06-22
17,user17@mentora.ai,user17,mentora,Data Science Learner,2025-04-12,Kinesthetic,Statistics,Advanced,3,Videos,Statistics Full Course,15,False,True,0.81,2025-01-01
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,Python Programming,Basic,1,Projects,Advanced NumPy & Optimization,15,False,True,0.63,2025-07-19
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,Data Analysis,Basic,1,Articles,Advanced Statistical Methods,90,True,True,0.92,2025-04-12
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,Data Analysis,Basic,1,Articles,Intro to Data Visualization,60,False,True,0.83,2025-03-28
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,Machine Learning,Intermediate,2,Videos,Deep Learning Specialization,60,False,False,0.48,2025-06-13
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,SQL & Databases,Intermediate,2,Projects,Learn SQL Basics,120,True,True,0.68,2025-06-30
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,SQL & Databases,Intermediate,2,Videos,SQL Basics for Beginners,45,False,True,0.87,2025-06-17
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,Statistics,Advanced,3,Videos,Multivariate Statistics,10,False,False,0.59,2025-06-07
18,user18@mentora.ai,user18,mentora,Data Science Learner,2025-01-12,Reading,Statistics,Advanced,3,Articles,Statistics for Data Science,30,False,True,0.95,2025-01-09
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Python Programming,Intermediate,2,Articles,Python Best Practices for Data Science,10,False,True,0.78,2025-03-28
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Data Analysis,Advanced,3,Articles,Intro to Data Visualization,120,False,False,0.46,2025-06-13
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Data Analysis,Advanced,3,Articles,Intro to Data Visualization,20,True,False,0.53,2025-03-17
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Machine Learning,Basic,1,Videos,Machine Learning for Beginners,90,True,True,0.63,2025-04-12
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Machine Learning,Basic,1,Projects,Customer Churn Prediction,60,True,True,0.83,2025-10-10
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,SQL & Databases,Advanced,3,Projects,Database Design for Analytics,45,True,False,0.34,2025-03-16
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,SQL & Databases,Advanced,3,Projects,Database Design for Analytics,10,False,False,0.37,2025-08-20
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Statistics,Intermediate,2,Projects,Statistical Analysis Project,10,True,False,0.42,2025-09-11
19,user19@mentora.ai,user19,mentora,Data Science Learner,2025-04-11,Visual,Statistics,Intermediate,2,Articles,Probability and Distributions,20,False,False,0.46,2025-06-14
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Python Programming,Advanced,3,Projects,Data Cleaning with Pandas,90,True,False,0.44,2025-02-06
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Python Programming,Advanced,3,Videos,Python for Data Science - Full Course,120,True,True,0.8,2025-05-22
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Data Analysis,Advanced,3,Projects,Exploratory Data Analysis (EDA),60,True,False,0.36,2025-09-10
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Data Analysis,Advanced,3,Projects,Exploratory Data Analysis (EDA),30,True,False,0.59,2025-07-31
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Machine Learning,Basic,1,Articles,Feature Engineering Techniques,120,True,True,0.65,2025-06-23
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Machine Learning,Basic,1,Projects,Customer Churn Prediction,45,False,True,0.96,2025-03-14
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,SQL & Databases,Intermediate,2,Articles,SQL Aggregate Functions,20,False,True,0.63,2025-07-15
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,SQL & Databases,Intermediate,2,Videos,SQL Basics for Beginners,15,False,True,0.72,2025-06-22
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Statistics,Basic,1,Projects,A/B Testing Experiment,30,False,False,0.5,2025-02-07
20,user20@mentora.ai,user20,mentora,Data Science Learner,2025-02-07,Writing,Statistics,Basic,1,Articles,Probability and Distributions,120,False,True,0.84,2025-02-08
21,user21@mentora.ai,user21,mentora,Web Developer Learner,2025-05-27,Reading,HTML & CSS,Basic,1,Articles,HTML Basics for Beginners,30,False,True,0.91,2025-01-12
21,user21@mentora.ai,user21,mentora,Web Developer Learner,2025-05-27,Reading,JavaScript,Intermediate,2,Articles,Async/Await Explained,30,True,False,0.52,2025-06-26
21,user21@mentora.ai,user21,mentora,Web Developer Learner,2025-05-27,Reading,React,Intermediate,2,Projects,E-Commerce Shopping Cart,60,False,True,0.9,2025-10-12
21,user21@mentora.ai,user21,mentora,Web Developer Learner,2025-05-27,Reading,React,Intermediate,2,Articles,State Management in React,45,False,True,0.64,2025-09-27
21,user21@mentora.ai,user21,mentora,Web Developer Learner,2025-05-27,Reading,APIs & HTTP,Intermediate,2,Articles,HTTP Methods Explained,120,False,False,0.41,2025-03-19
